Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
20:00,3 005,3 246,1 016,385,527,229,33,32,-986,0,-562,7 487,6 925,7 487
21:00,3 005,3 253,1 026,362,462,182,5,43,-1 014,0,-560,7 325,6 765,7 325
22:00,3 003,3 238,1 033,346,509,0,1,56,-1 073,0,-555,7 113,6 557,7 113
23:00,3 007,3 158,1 039,344,505,0,0,51,-1 459,0,-547,6 644,6 097,6 644
Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
"",[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MWh]
0:00,4 087,3 552,1 066,347,146,0,0,52,-2 771,-40,-647,6 438,5 791,6 438
1:00,4 088,3 615,1 076,346,140,0,0,63,-2 317,-633,-654,6 378,5 724,6 378
2:00,4 092,3 631,1 083,352,137,0,0,66,-2 084,-1 048,-656,6 230,5 574,6 230
3:00,4 092,3 613,1 072,351,134,0,0,65,-2 159,-1 039,-654,6 130,5 476,6 130
4:00,4 097,3 597,1 075,349,134,0,0,71,-2 077,-1 013,-653,6 232,5 579,6 232
5:00,4 100,3 626,1 081,352,132,0,6,68,-2 097,-678,-656,6 589,5 933,6 589
6:00,4 100,3 609,1 076,379,246,0,18,63,-2 072,-15,-657,7 404,6 747,7 404
7:00,4 102,3 682,1 079,384,376,489,131,32,-2 337,0,-673,7 938,7 265,7 938
8:00,4 103,3 712,1 083,386,475,532,376,22,-2 345,0,-680,8 344,7 664,8 344
9:00,4 098,3 725,1 077,397,484,64,662,21,-1 831,0,-678,8 698,8 020,8 698
10:00,4 094,3 628,1 066,372,304,0,848,20,-1 578,0,-665,8 753,8 088,8 753
11:00,4 090,3 638,1 056,367,293,0,902,19,-1 466,0,-666,8 899,8 233,8 899
12:00,4 081,3 665,1 066,367,241,0,917,24,-1 409,0,-668,8 951,8 283,8 951
13:00,4 078,3 657,1 057,372,238,21,891,23,-1 495,0,-667,8 841,8 174,8 841
14:00,4 078,3 590,1 051,372,242,22,845,20,-1 655,0,-660,8 565,7 906,8 565
15:00,4 077,3 583,1 042,369,242,0,805,17,-1 639,0,-658,8 496,7 838,8 496
16:00,4 069,3 584,1 052,371,246,7,667,15,-1 628,0,-657,8 382,7 725,8 382
17:00,4 069,3 736,1 055,388,396,391,435,12,-2 189,0,-678,8 293,7 615,8 293
18:00,4 073,3 641,1 048,403,478,521,197,10,-2 388,0,-670,7 982,7 313,7 982
19:00,4 074,3 721,1 053,408,493,547,41,8,-2 444,0,-678,7 902,7 224,7 902
20:00,4 076,3 738,1 057,395,488,557,6,7,-2 409,0,-678,7 915,7 237,7 915
21:00,4 079,3 706,1 057,391,487,342,0,9,-2 405,0,-672,7 666,6 994,7 666
22:00,4 083,3 644,1 050,375,423,5,0,10,-2 322,0,-660,7 268,6 609,7 268
23:00,4 090,3 572,1 065,365,273,0,0,9,-2 542,0,-651,6 832,6 181,6 832
Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
"",[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MWh]
0:00,3 656,4 723,300,410,125,0,0,41,-2 152,-11,-726,7 093,6 367,7 093
1:00,3 657,4 710,301,413,127,0,0,43,-1 295,-847,-725,7 110,6 385,7 110
2:00,3 655,4 644,301,407,128,0,0,50,-1 318,-946,-718,6 921,6 203,6 921
3:00,3 658,4 639,301,405,129,0,0,53,-1 398,-938,-717,6 848,6 131,6 848
4:00,3 661,4 636,300,412,125,0,0,62,-1 272,-930,-718,6 995,6 277,6 995
5:00,3 662,4 649,301,419,167,0,0,63,-909,-867,-720,7 485,6 765,7 485
6:00,3 664,4 741,308,460,222,36,4,62,-807,-5,-733,8 685,7 952,8 685
7:00,3 664,4 882,285,488,376,488,17,54,-1 134,0,-756,9 121,8 365,9 121
8:00,3 663,4 930,317,484,448,487,118,48,-1 139,0,-762,9 356,8 594,9 356
9:00,3 662,4 897,313,487,468,290,276,47,-943,0,-758,9 497,8 740,9 497
10:00,3 662,4 780,301,463,282,152,440,42,-696,0,-742,9 427,8 685,9 427
11:00,3 661,4 800,301,438,340,0,570,39,-658,0,-742,9 490,8 748,9 490
12:00,3 658,4 753,291,427,334,0,715,37,-729,0,-737,9 486,8 748,9 486
13:00,3 657,4 741,281,430,273,0,731,38,-871,0,-736,9 280,8 544,9 280
14:00,3 655,4 709,297,436,300,0,677,41,-1 021,0,-733,9 093,8 360,9 093
15:00,3 651,4 637,269,432,307,59,545,41,-869,0,-724,9 073,8 348,9 073
16:00,3 649,4 616,269,427,388,0,382,44,-803,0,-720,8 972,8 252,8 972
17:00,3 645,4 693,301,438,376,355,173,53,-1 192,0,-732,8 841,8 109,8 841
18:00,3 648,4 784,316,459,452,509,20,58,-1 344,0,-744,8 902,8 158,8 902
19:00,3 651,4 753,304,483,645,567,2,62,-1 202,0,-745,9 264,8 519,9 264
20:00,3 649,4 674,301,471,528,258,0,58,-1 118,0,-731,8 822,8 091,8 822
21:00,3 649,4 400,307,448,345,296,0,59,-1 222,0,-701,8 284,7 583,8 284
22:00,3 653,4 372,299,413,234,231,0,62,-1 417,0,-694,7 847,7 152,7 847
23:00,3 653,4 048,299,407,510,0,0,58,-1 567,0,-660,7 407,6 748,7 407
Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
"",[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MWh]
0:00,3 018,2 096,463,351,359,2,0,83,-1 221,-16,-430,5 134,4 704,5 134
1:00,3 016,2 108,283,351,284,0,0,84,-673,-436,-429,5 018,4 589,5 018
2:00,3 016,2 122,285,352,287,0,0,76,-724,-437,-430,4 977,4 547,4 977
3:00,3 023,2 148,290,351,288,0,0,96,-832,-436,-433,4 929,4 495,4 929
4:00,3 025,2 103,285,351,276,0,4,97,-576,-740,-429,4 828,4 399,4 828
5:00,3 024,2 082,277,351,221,0,15,79,-349,-1 047,-426,4 654,4 228,4 654
6:00,3 023,2 108,285,364,236,0,91,84,-295,-1 042,-430,4 854,4 424,4 854
7:00,3 023,2 016,265,358,232,0,326,67,-167,-854,-422,5 264,4 843,5 264
8:00,3 017,2 085,289,359,228,0,686,62,-602,-356,-432,5 767,5 335,5 767
9:00,3 007,2 013,288,359,361,0,985,86,-800,-111,-427,6 188,5 761,6 188
10:00,3 001,2 111,290,356,210,0,1 209,84,-779,-12,-438,6 471,6 033,6 471
11:00,2 995,2 031,291,359,296,0,1 309,93,-645,-110,-431,6 619,6 188,6 619
12:00,2 983,2 013,289,358,273,0,1 311,99,-786,-13,-428,6 527,6 098,6 527
13:00,2 982,2 056,293,352,210,0,1 157,106,-700,0,-431,6 456,6 025,6 456
14:00,2 979,2 077,293,353,208,0,1 046,107,-760,0,-432,6 304,5 872,6 304
15:00,2 974,2 098,294,358,170,0,907,101,-631,0,-433,6 270,5 838,6 270
16:00,2 970,2 162,296,353,205,0,724,82,-550,0,-437,6 243,5 805,6 243
17:00,2 966,2 155,296,364,234,152,528,85,-656,0,-438,6 124,5 687,6 124
18:00,2 968,2 180,305,376,250,608,293,89,-976,0,-445,6 093,5 647,6 093
19:00,2 970,2 195,308,387,514,554,96,81,-1 066,0,-447,6 037,5 590,6 037
20:00,2 970,2 304,309,384,380,577,24,59,-1 098,0,-457,5 909,5 452,5 909
21:00,2 974,2 334,308,379,376,640,5,66,-1 165,0,-461,5 917,5 457,5 917
22:00,2 978,2 319,305,357,442,640,0,95,-1 260,0,-459,5 876,5 417,5 876
23:00,2 980,2 285,293,355,348,594,0,112,-1 476,0,-454,5 491,5 037,5 491
Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
"",[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MWh]
0:00,3 010,2 245,1 013,354,167,0,0,40,-1 669,-3,-448,5 156,4 708,5 156
1:00,3 018,2 190,1 016,355,116,0,0,37,-1 705,-5,-443,5 021,4 579,5 021
2:00,3 024,2 082,1 018,354,107,0,0,35,-1 514,-120,-432,4 986,4 555,4 986
3:00,3 026,2 050,1 020,352,108,0,0,38,-1 279,-441,-429,4 874,4 445,4 874
4:00,3 029,2 068,1 026,351,111,0,6,43,-1 009,-743,-431,4 883,4 452,4 883
5:00,3 033,2 075,992,350,109,0,18,42,-1 120,-739,-431,4 759,4 328,4 759
6:00,3 038,2 069,1 036,374,120,0,62,32,-1 338,-524,-434,4 869,4 436,4 869
7:00,3 040,2 041,1 033,381,122,0,225,27,-1 210,-418,-433,5 242,4 809,5 242
8:00,3 028,2 021,1 019,382,115,0,498,26,-1 380,-5,-432,5 703,5 271,5 703
9:00,3 025,1 978,991,373,169,0,788,21,-1 176,0,-429,6 169,5 740,6 169
10:00,3 017,2 053,1 012,360,149,0,964,19,-1 030,0,-437,6 545,6 108,6 545
11:00,3 006,2 084,999,365,138,0,984,20,-848,0,-440,6 748,6 308,6 748
12:00,3 000,2 146,993,370,138,0,962,25,-1 036,0,-446,6 598,6 152,6 598
13:00,2 995,2 202,995,367,104,0,833,35,-698,-272,-450,6 561,6 110,6 561
14:00,2 992,2 220,996,364,106,44,675,35,-914,0,-451,6 518,6 067,6 518
15:00,2 988,2 218,996,360,103,0,525,24,-421,-301,-448,6 492,6 044,6 492
16:00,2 986,2 254,999,361,102,0,327,27,-403,-183,-450,6 469,6 019,6 469
17:00,2 983,2 346,1 010,385,103,47,179,42,-711,0,-461,6 384,5 923,6 384
18:00,2 982,2 482,996,384,112,0,91,41,-632,0,-473,6 455,5 981,6 455
19:00,2 985,2 583,1 010,387,199,320,37,37,-1 164,0,-489,6 393,5 904,6 393
20:00,2 985,2 691,1 038,390,196,364,17,19,-1 337,0,-501,6 364,5 863,6 364
21:00,2 994,2 624,1 055,383,227,436,9,9,-1 473,0,-495,6 264,5 769,6 264
22:00,3 001,2 597,1 058,359,260,417,0,15,-1 638,0,-491,6 069,5 578,6 069
23:00,3 004,2 594,1 046,354,232,2,0,15,-1 516,0,-485,5 732,5 247,5 732
Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
"",[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MWh]
0:00,4 082,3 390,218,378,256,0,0,25,-2 762,0,-612,5 586,4 974,5 586
1:00,4 088,3 410,229,378,157,0,0,28,-2 790,-1,-614,5 500,4 885,5 500
2:00,4 093,3 489,232,380,152,0,0,26,-2 566,-309,-623,5 496,4 874,5 496
3:00,4 099,3 494,198,381,152,0,0,24,-1 927,-923,-623,5 498,4 875,5 498
4:00,4 101,3 472,215,380,152,0,0,28,-1 936,-943,-621,5 469,4 848,5 469
5:00,4 107,3 380,226,378,145,0,7,35,-1 920,-934,-612,5 424,4 812,5 424
6:00,4 113,3 443,228,394,160,0,18,31,-2 087,-822,-620,5 477,4 856,5 477
7:00,4 118,3 470,229,403,176,0,87,28,-2 636,-44,-625,5 831,5 207,5 831
8:00,4 119,3 476,229,388,160,0,262,17,-2 291,0,-625,6 359,5 734,6 359
9:00,4 121,3 398,228,384,156,21,458,11,-1 971,0,-619,6 807,6 187,6 807
10:00,4 125,3 093,225,387,189,51,700,11,-1 586,0,-591,7 194,6 603,7 194
11:00,4 124,3 144,227,388,194,0,868,10,-1 516,0,-597,7 438,6 841,7 438
12:00,4 123,3 190,230,384,222,0,875,11,-1 810,0,-602,7 225,6 623,7 225
13:00,4 119,3 250,230,392,164,0,806,10,-1 845,0,-607,7 127,6 519,7 127
14:00,4 113,3 242,230,384,164,0,716,11,-1 855,0,-605,7 005,6 401,7 005
15:00,4 111,3 228,229,382,171,0,557,13,-1 769,0,-602,6 922,6 320,6 922
16:00,4 110,3 294,229,384,167,0,401,15,-1 692,0,-607,6 909,6 302,6 909
17:00,4 111,3 489,232,399,181,0,203,15,-1 795,0,-627,6 834,6 208,6 834
18:00,4 110,3 605,236,412,259,271,67,21,-2 005,0,-642,6 976,6 334,6 976
19:00,4 111,3 607,211,422,315,789,23,27,-2 313,0,-650,7 191,6 542,7 191
20:00,4 112,3 548,230,415,317,910,7,25,-2 371,0,-645,7 194,6 549,7 194
21:00,4 111,3 554,232,417,309,699,0,21,-2 426,0,-643,6 916,6 273,6 916
22:00,4 116,3 538,229,388,306,653,0,26,-2 484,0,-639,6 770,6 131,6 770
23:00,4 121,3 531,204,385,245,8,0,20,-2 036,0,-629,6 478,5 849,6 478
