hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
18:00,"3 145,0","6 444,0","1 634,0","381,0","495,0","0,0","16,0","-1 143,0","0,0","10 972,0"
19:00,"3 144,0","6 498,0","1 667,0","244,0","262,0","0,0","19,0","-933,0","0,0","10 901,0"
20:00,"3 145,0","6 205,0","1 630,0","150,0","438,0","0,0","21,0","-1 003,0","0,0","10 586,0"
21:00,"3 146,0","5 962,0","1 633,0","147,0","5,0","0,0","27,0","-775,0","0,0","10 145,0"
22:00,"3 145,0","5 763,0","1 566,0","138,0","53,0","0,0","39,0","-1 122,0","0,0","9 582,0"
23:00,"3 146,0","5 669,0","1 496,0","138,0","4,0","0,0","40,0","-1 361,0","0,0","9 132,0"
hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
"",,,PPE,,,,,zahraničí,PVE,bez čerpání PVE
0:00,"3 684,0","5 507,0","768,0","174,0","0,0","0,0","93,0","-2 083,0","-215,0","7 928,0"
1:00,"3 686,0","5 611,0","763,0","174,0","0,0","0,0","102,0","-1 546,0","-788,0","8 002,0"
2:00,"3 685,0","5 673,0","756,0","174,0","0,0","0,0","115,0","-1 407,0","-1 094,0","7 902,0"
3:00,"3 684,0","5 725,0","760,0","174,0","0,0","0,0","125,0","-1 523,0","-1 092,0","7 853,0"
4:00,"3 685,0","5 668,0","751,0","173,0","0,0","0,0","126,0","-1 443,0","-1 031,0","7 929,0"
5:00,"3 685,0","5 730,0","753,0","173,0","0,0","0,0","122,0","-1 371,0","-647,0","8 445,0"
6:00,"3 684,0","6 232,0","797,0","187,0","0,0","0,0","128,0","-1 470,0","0,0","9 558,0"
7:00,"3 686,0","6 603,0","814,0","541,0","0,0","2,0","121,0","-1 720,0","0,0","10 047,0"
8:00,"3 686,0","6 794,0","814,0","567,0","0,0","26,0","136,0","-1 756,0","0,0","10 267,0"
9:00,"3 685,0","6 819,0","802,0","560,0","0,0","51,0","153,0","-1 586,0","0,0","10 484,0"
10:00,"3 683,0","6 922,0","814,0","548,0","0,0","85,0","148,0","-1 665,0","0,0","10 535,0"
11:00,"3 682,0","6 821,0","809,0","282,0","0,0","94,0","126,0","-1 347,0","0,0","10 467,0"
12:00,"3 688,0","6 796,0","811,0","249,0","51,0","69,0","133,0","-1 206,0","0,0","10 591,0"
13:00,"3 686,0","6 816,0","812,0","246,0","52,0","57,0","106,0","-1 282,0","0,0","10 493,0"
14:00,"3 689,0","6 851,0","819,0","247,0","0,0","45,0","91,0","-1 302,0","0,0","10 440,0"
15:00,"3 692,0","6 839,0","826,0","242,0","0,0","30,0","66,0","-1 375,0","0,0","10 320,0"
16:00,"3 690,0","6 962,0","827,0","339,0","242,0","8,0","50,0","-1 938,0","0,0","10 180,0"
17:00,"3 690,0","7 050,0","830,0","595,0","523,0","1,0","55,0","-2 410,0","0,0","10 334,0"
18:00,"3 692,0","7 036,0","831,0","601,0","583,0","0,0","72,0","-2 600,0","0,0","10 215,0"
19:00,"3 692,0","6 906,0","828,0","596,0","561,0","0,0","76,0","-2 560,0","0,0","10 099,0"
20:00,"3 693,0","6 715,0","814,0","348,0","493,0","0,0","72,0","-2 421,0","0,0","9 714,0"
21:00,"3 693,0","6 439,0","795,0","196,0","123,0","0,0","68,0","-2 192,0","0,0","9 122,0"
22:00,"3 692,0","6 335,0","772,0","181,0","45,0","0,0","65,0","-2 432,0","0,0","8 658,0"
23:00,"3 693,0","6 226,0","764,0","178,0","1,0","0,0","49,0","-2 663,0","0,0","8 248,0"
hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
"",,,PPE,,,,,zahraničí,PVE,bez čerpání PVE
0:00,"3 689,0","5 108,0","753,0","185,0","0,0","0,0","52,0","-2 297,0","0,0","7 490,0"
1:00,"3 691,0","5 120,0","766,0","184,0","0,0","0,0","53,0","-1 871,0","-345,0","7 598,0"
2:00,"3 691,0","5 138,0","743,0","184,0","0,0","0,0","55,0","-1 687,0","-671,0","7 453,0"
3:00,"3 690,0","5 244,0","755,0","184,0","0,0","0,0","63,0","-1 563,0","-970,0","7 403,0"
4:00,"3 689,0","5 361,0","762,0","184,0","0,0","0,0","70,0","-1 996,0","-559,0","7 511,0"
5:00,"3 688,0","5 757,0","768,0","184,0","0,0","0,0","71,0","-2 412,0","-5,0","8 051,0"
6:00,"3 690,0","6 157,0","799,0","191,0","150,0","1,0","72,0","-1 896,0","0,0","9 164,0"
7:00,"3 692,0","6 499,0","800,0","465,0","458,0","10,0","72,0","-2 271,0","0,0","9 725,0"
8:00,"3 692,0","6 728,0","817,0","499,0","602,0","42,0","73,0","-2 487,0","0,0","9 966,0"
9:00,"3 693,0","6 941,0","822,0","502,0","623,0","88,0","83,0","-2 563,0","0,0","10 189,0"
10:00,"3 692,0","6 983,0","838,0","364,0","571,0","117,0","85,0","-2 480,0","0,0","10 170,0"
11:00,"3 688,0","6 981,0","853,0","338,0","396,0","122,0","83,0","-2 243,0","0,0","10 218,0"
12:00,"3 690,0","7 104,0","856,0","299,0","91,0","111,0","72,0","-1 795,0","0,0","10 428,0"
13:00,"3 687,0","7 158,0","855,0","256,0","146,0","93,0","68,0","-1 846,0","0,0","10 417,0"
14:00,"3 688,0","7 229,0","872,0","257,0","150,0","64,0","80,0","-1 954,0","0,0","10 386,0"
15:00,"3 692,0","7 232,0","871,0","264,0","89,0","26,0","85,0","-1 874,0","0,0","10 385,0"
16:00,"3 694,0","7 108,0","865,0","307,0","172,0","6,0","82,0","-2 021,0","0,0","10 213,0"
17:00,"3 695,0","7 082,0","869,0","607,0","322,0","1,0","85,0","-2 420,0","0,0","10 241,0"
18:00,"3 698,0","7 105,0","871,0","613,0","264,0","0,0","96,0","-2 489,0","0,0","10 158,0"
19:00,"3 699,0","7 080,0","864,0","599,0","359,0","0,0","91,0","-2 624,0","0,0","10 068,0"
20:00,"3 698,0","7 012,0","848,0","596,0","4,0","0,0","88,0","-2 475,0","0,0","9 771,0"
21:00,"3 698,0","6 771,0","825,0","475,0","153,0","0,0","92,0","-2 860,0","0,0","9 154,0"
22:00,"3 697,0","6 900,0","826,0","235,0","2,0","0,0","86,0","-3 097,0","0,0","8 649,0"
23:00,"3 696,0","6 729,0","808,0","207,0","0,0","0,0","83,0","-3 331,0","0,0","8 192,0"
hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
"",,,PPE,,,,,zahraničí,PVE,bez čerpání PVE
0:00,"3 187,0","4 593,0","701,0","141,0","5,0","0,0","38,0","-2 169,0","0,0","6 496,0"
1:00,"3 186,0","4 356,0","696,0","141,0","0,0","0,0","41,0","-1 922,0","-113,0","6 385,0"
2:00,"3 186,0","4 391,0","695,0","141,0","0,0","0,0","35,0","-1 822,0","-331,0","6 295,0"
3:00,"3 184,0","4 451,0","672,0","140,0","0,0","0,0","32,0","-1 777,0","-488,0","6 214,0"
4:00,"3 184,0","4 517,0","684,0","140,0","0,0","0,0","27,0","-1 807,0","-581,0","6 164,0"
5:00,"3 184,0","4 508,0","686,0","148,0","0,0","0,0","27,0","-1 868,0","-584,0","6 101,0"
6:00,"3 185,0","4 511,0","711,0","156,0","0,0","0,0","25,0","-1 779,0","-687,0","6 122,0"
7:00,"3 185,0","4 436,0","713,0","155,0","0,0","1,0","24,0","-1 771,0","-659,0","6 084,0"
8:00,"3 183,0","4 287,0","702,0","161,0","0,0","9,0","26,0","-1 358,0","-950,0","6 060,0"
9:00,"3 182,0","4 400,0","712,0","155,0","0,0","38,0","19,0","-1 062,0","-913,0","6 531,0"
10:00,"3 182,0","4 437,0","729,0","150,0","0,0","73,0","20,0","-1 693,0","-5,0","6 893,0"
11:00,"3 179,0","4 479,0","726,0","145,0","222,0","99,0","14,0","-1 808,0","0,0","7 056,0"
12:00,"3 179,0","4 657,0","737,0","145,0","1,0","132,0","11,0","-1 681,0","0,0","7 181,0"
13:00,"3 177,0","4 617,0","736,0","143,0","0,0","115,0","9,0","-1 607,0","0,0","7 190,0"
14:00,"3 175,0","4 575,0","735,0","143,0","68,0","64,0","6,0","-1 490,0","0,0","7 276,0"
15:00,"3 175,0","4 586,0","736,0","145,0","194,0","17,0","5,0","-1 489,0","0,0","7 369,0"
16:00,"3 175,0","4 642,0","738,0","208,0","407,0","1,0","6,0","-1 703,0","0,0","7 474,0"
17:00,"3 173,0","4 522,0","735,0","213,0","495,0","0,0","5,0","-1 671,0","0,0","7 472,0"
18:00,"3 172,0","4 593,0","737,0","311,0","510,0","0,0","4,0","-1 893,0","0,0","7 434,0"
19:00,"3 174,0","4 615,0","747,0","393,0","510,0","0,0","2,0","-2 035,0","0,0","7 406,0"
20:00,"3 173,0","4 695,0","753,0","407,0","577,0","0,0","2,0","-2 260,0","0,0","7 347,0"
21:00,"3 172,0","4 654,0","725,0","322,0","610,0","0,0","4,0","-2 481,0","0,0","7 006,0"
22:00,"3 173,0","4 631,0","718,0","203,0","539,0","0,0","12,0","-2 446,0","0,0","6 830,0"
23:00,"3 174,0","4 553,0","710,0","196,0","63,0","0,0","17,0","-2 157,0","0,0","6 556,0"
hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
"",,,PPE,,,,,zahraničí,PVE,bez čerpání PVE
0:00,"3 607,0","3 333,0","761,0","184,0","0,0","0,0","178,0","-1 226,0","0,0","6 837,0"
1:00,"3 607,0","3 271,0","716,0","183,0","0,0","0,0","193,0","-1 045,0","-219,0","6 706,0"
2:00,"3 606,0","3 256,0","711,0","183,0","0,0","0,0","203,0","-208,0","-1 064,0","6 687,0"
3:00,"3 600,0","3 238,0","711,0","171,0","0,0","0,0","205,0","-201,0","-1 084,0","6 640,0"
4:00,"3 597,0","3 245,0","710,0","171,0","0,0","0,0","202,0","-208,0","-1 054,0","6 663,0"
5:00,"3 593,0","3 306,0","713,0","171,0","0,0","0,0","217,0","-289,0","-1 087,0","6 624,0"
6:00,"3 588,0","3 324,0","758,0","182,0","0,0","1,0","217,0","-235,0","-1 037,0","6 798,0"
7:00,"3 587,0","3 407,0","762,0","188,0","0,0","9,0","219,0","-1 037,0","-164,0","6 971,0"
8:00,"3 653,0","3 449,0","774,0","197,0","0,0","78,0","220,0","-1 011,0","-1,0","7 359,0"
9:00,"3 669,0","3 531,0","770,0","198,0","0,0","157,0","221,0","-691,0","0,0","7 855,0"
10:00,"3 666,0","3 723,0","788,0","193,0","89,0","228,0","203,0","-661,0","0,0","8 229,0"
11:00,"3 664,0","3 755,0","796,0","199,0","69,0","288,0","181,0","-652,0","0,0","8 300,0"
12:00,"3 662,0","3 682,0","802,0","194,0","694,0","259,0","186,0","-1 307,0","0,0","8 172,0"
13:00,"3 662,0","3 533,0","794,0","193,0","504,0","195,0","174,0","-946,0","0,0","8 109,0"
14:00,"3 660,0","3 540,0","803,0","232,0","79,0","141,0","176,0","-570,0","0,0","8 061,0"
15:00,"3 659,0","3 513,0","802,0","237,0","191,0","80,0","184,0","-589,0","0,0","8 077,0"
16:00,"3 658,0","3 466,0","798,0","311,0","20,0","29,0","200,0","-505,0","0,0","7 977,0"
17:00,"3 659,0","3 380,0","798,0","319,0","266,0","3,0","228,0","-558,0","0,0","8 095,0"
18:00,"3 659,0","3 416,0","798,0","315,0","647,0","0,0","225,0","-702,0","0,0","8 358,0"
19:00,"3 657,0","3 391,0","796,0","315,0","488,0","0,0","224,0","-602,0","0,0","8 269,0"
20:00,"3 633,0","3 362,0","785,0","284,0","251,0","0,0","230,0","-465,0","0,0","8 080,0"
21:00,"3 567,0","3 335,0","777,0","196,0","0,0","0,0","227,0","-423,0","0,0","7 679,0"
22:00,"3 566,0","3 287,0","727,0","186,0","0,0","0,0","214,0","-214,0","-155,0","7 611,0"
23:00,"3 566,0","3 300,0","708,0","182,0","0,0","0,0","224,0","-127,0","-518,0","7 335,0"
hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
"",,,PPE,,,,,zahraničí,PVE,bez čerpání PVE
0:00,"3 681,0","3 481,0","729,0","120,0","5,0","0,0","44,0","-1 914,0","-4,0","6 142,0"
1:00,"3 683,0","3 444,0","732,0","118,0","0,0","0,0","37,0","-1 946,0","-21,0","6 047,0"
2:00,"3 686,0","3 404,0","727,0","118,0","0,0","0,0","31,0","-1 653,0","-315,0","5 998,0"
3:00,"3 688,0","3 348,0","729,0","118,0","0,0","0,0","24,0","-1 642,0","-314,0","5 951,0"
4:00,"3 689,0","3 352,0","725,0","118,0","0,0","0,0","24,0","-1 622,0","-313,0","5 973,0"
5:00,"3 691,0","3 450,0","722,0","118,0","0,0","0,0","28,0","-1 745,0","-311,0","5 953,0"
6:00,"3 691,0","3 594,0","745,0","129,0","0,0","2,0","38,0","-2 142,0","-5,0","6 052,0"
7:00,"3 694,0","3 564,0","744,0","130,0","0,0","70,0","43,0","-1 904,0","0,0","6 341,0"
8:00,"3 696,0","3 702,0","756,0","273,0","0,0","333,0","54,0","-2 134,0","0,0","6 680,0"
9:00,"3 696,0","3 481,0","761,0","271,0","0,0","753,0","58,0","-2 108,0","0,0","6 912,0"
10:00,"3 694,0","3 233,0","708,0","274,0","0,0","1 173,0","73,0","-2 109,0","-49,0","6 997,0"
11:00,"3 635,0","3 249,0","663,0","129,0","0,0","1 422,0","92,0","-2 121,0","-52,0","7 017,0"
12:00,"3 623,0","3 342,0","688,0","120,0","0,0","1 488,0","108,0","-1 788,0","-627,0","6 954,0"
13:00,"3 618,0","3 240,0","730,0","119,0","0,0","1 391,0","100,0","-1 370,0","-940,0","6 888,0"
14:00,"3 601,0","3 314,0","740,0","119,0","0,0","1 127,0","93,0","-1 247,0","-874,0","6 873,0"
15:00,"3 598,0","3 602,0","758,0","119,0","0,0","822,0","90,0","-1 193,0","-868,0","6 928,0"
16:00,"3 594,0","3 600,0","755,0","132,0","0,0","517,0","90,0","-1 169,0","-676,0","6 843,0"
17:00,"3 656,0","3 564,0","763,0","364,0","0,0","236,0","95,0","-1 800,0","-106,0","6 772,0"
18:00,"3 674,0","3 671,0","789,0","423,0","0,0","82,0","78,0","-1 839,0","0,0","6 878,0"
19:00,"3 676,0","4 017,0","795,0","357,0","393,0","6,0","71,0","-2 061,0","0,0","7 254,0"
20:00,"3 679,0","4 036,0","786,0","296,0","672,0","0,0","91,0","-2 072,0","0,0","7 488,0"
21:00,"3 681,0","3 935,0","784,0","245,0","670,0","0,0","102,0","-2 256,0","0,0","7 161,0"
22:00,"3 683,0","3 945,0","762,0","141,0","508,0","0,0","124,0","-2 091,0","0,0","7 072,0"
23:00,"3 681,0","3 850,0","737,0","118,0","388,0","0,0","155,0","-2 184,0","-1,0","6 744,0"
