Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
6:00,3 488,6 375,1 234,494,219,10,1,79,-1 763,-5,-791,10 133,9 342,10 133
7:00,3 478,6 313,1 246,502,358,366,3,77,-1 709,0,-792,10 634,9 842,10 634
8:00,3 497,6 406,1 259,517,352,522,17,73,-1 760,0,-804,10 884,10 080,10 884
9:00,3 507,6 376,1 257,513,291,290,59,74,-1 277,0,-799,11 091,10 292,11 091
10:00,3 507,6 339,1 254,512,286,93,111,71,-1 007,0,-794,11 166,10 373,11 166
11:00,3 506,6 563,1 285,515,338,165,144,74,-1 365,0,-816,11 225,10 409,11 225
12:00,3 529,6 558,1 270,548,178,312,160,74,-1 394,0,-819,11 233,10 414,11 233
13:00,3 549,6 515,1 236,559,160,136,135,69,-1 201,0,-813,11 159,10 345,11 159
14:00,3 567,6 445,1 254,508,262,263,70,64,-1 507,0,-807,10 924,10 117,10 924
15:00,3 570,6 469,1 247,509,329,435,16,61,-1 584,0,-811,11 053,10 242,11 053
16:00,3 575,6 569,1 250,520,263,521,2,60,-1 706,0,-822,11 054,10 233,11 054
17:00,3 580,6 564,1 242,522,289,952,0,55,-2 414,0,-827,10 790,9 963,10 790
18:00,3 586,6 642,1 243,528,262,398,0,51,-2 179,0,-827,10 532,9 705,10 532
19:00,3 593,6 642,1 244,528,241,351,0,46,-2 193,0,-827,10 452,9 625,10 452
20:00,3 596,6 620,1 240,523,236,174,0,42,-2 362,0,-822,10 069,9 247,10 069
21:00,3 599,6 728,1 245,496,232,0,0,44,-2 650,0,-828,9 695,8 867,9 695
22:00,3 611,6 765,1 241,439,190,0,0,47,-2 986,0,-828,9 308,8 479,9 308
23:00,3 617,6 548,1 233,427,189,0,0,48,-2 748,-458,-809,8 856,8 047,8 856
Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
"",[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MWh]
0:00,3 445,4 911,1 206,431,140,0,0,84,-554,-1 018,-701,8 644,7 942,8 644
1:00,3 445,4 908,1 194,429,139,0,0,87,-488,-1 057,-701,8 657,7 956,8 657
2:00,3 441,4 561,1 169,427,141,0,0,84,-230,-1 049,-668,8 544,7 876,8 544
3:00,3 434,4 566,1 160,424,140,0,0,77,-275,-1 040,-667,8 486,7 819,8 486
4:00,3 438,4 594,1 166,421,139,0,0,81,-146,-1 030,-670,8 664,7 994,8 664
5:00,3 441,4 899,1 187,432,139,0,0,87,-145,-871,-700,9 168,8 468,9 168
6:00,3 440,5 187,1 234,507,202,31,1,83,-265,-5,-733,10 415,9 683,10 415
7:00,3 427,5 207,1 260,536,353,78,2,86,18,0,-738,10 966,10 228,10 966
8:00,3 441,5 062,1 252,518,347,211,4,87,216,0,-726,11 138,10 413,11 138
9:00,3 436,5 021,1 251,515,326,485,11,92,144,0,-725,11 281,10 556,11 281
10:00,3 455,5 093,1 260,513,315,524,20,90,69,0,-733,11 339,10 605,11 339
11:00,3 508,5 126,1 270,534,301,513,27,90,-57,0,-741,11 312,10 571,11 312
12:00,3 560,5 094,1 261,514,242,477,31,92,134,0,-738,11 405,10 666,11 405
13:00,3 619,5 216,1 275,527,243,488,22,88,-32,0,-754,11 446,10 692,11 446
14:00,3 671,5 092,1 255,507,232,454,12,85,-76,0,-743,11 233,10 490,11 233
15:00,3 694,5 100,1 253,513,236,361,4,89,103,0,-744,11 353,10 608,11 353
16:00,3 693,5 229,1 260,525,305,494,2,79,-229,0,-759,11 358,10 599,11 358
17:00,3 694,5 107,1 246,525,298,157,0,87,70,0,-743,11 184,10 441,11 184
18:00,3 694,5 081,1 237,520,313,320,0,114,-350,0,-743,10 930,10 187,10 930
19:00,3 695,5 288,1 246,530,303,3,0,125,-289,0,-759,10 900,10 141,10 900
20:00,3 694,5 270,1 252,526,291,0,0,127,-644,0,-757,10 516,9 759,10 516
21:00,3 693,5 242,1 251,509,238,0,0,124,-1 055,0,-753,10 002,9 249,10 002
22:00,3 690,5 148,1 242,443,192,0,0,135,-1 280,0,-740,9 571,8 831,9 571
23:00,3 690,4 738,892,432,146,0,0,140,-1 037,0,-695,9 001,8 306,9 001
Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
"",[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MWh]
0:00,3 640,2 521,240,394,434,0,0,115,-1 655,0,-458,5 690,5 232,5 690
1:00,3 638,2 497,210,399,423,0,0,107,-1 674,0,-455,5 599,5 145,5 599
2:00,3 637,2 484,209,399,348,0,0,109,-1 573,0,-453,5 614,5 161,5 614
3:00,3 637,2 533,210,397,335,0,0,93,-1 472,-115,-457,5 619,5 162,5 619
4:00,3 639,2 534,210,398,213,0,0,99,-1 247,-220,-456,5 626,5 169,5 626
5:00,3 638,2 520,210,400,174,0,0,98,-1 327,-105,-455,5 608,5 153,5 608
6:00,3 643,2 564,249,429,184,0,3,105,-1 368,0,-462,5 810,5 348,5 810
7:00,3 645,2 507,218,435,196,0,11,116,-1 097,0,-457,6 032,5 575,6 032
8:00,3 646,2 495,249,426,186,0,137,121,-719,0,-457,6 541,6 083,6 541
9:00,3 651,2 618,250,437,185,0,444,114,-674,0,-473,7 025,6 552,7 025
10:00,3 652,2 557,250,409,184,0,849,132,-600,-32,-470,7 400,6 930,7 400
11:00,3 646,2 508,246,417,169,0,1 188,144,-267,-440,-469,7 611,7 142,7 611
12:00,3 648,2 435,242,415,156,0,1 374,110,-59,-949,-464,7 372,6 908,7 372
13:00,3 589,2 419,244,406,155,0,1 329,79,-51,-944,-458,7 226,6 768,7 226
14:00,3 492,2 360,237,402,156,0,1 206,82,55,-935,-446,7 056,6 610,7 056
15:00,3 489,2 434,244,402,156,0,921,88,165,-925,-450,6 973,6 524,6 973
16:00,3 563,2 497,220,404,161,0,538,87,240,-815,-455,6 895,6 440,6 895
17:00,3 640,2 513,241,421,455,0,193,86,-718,-5,-460,6 825,6 365,6 825
18:00,3 643,2 768,241,449,697,591,12,93,-1 238,0,-493,7 255,6 762,7 255
19:00,3 644,2 891,249,457,804,586,1,100,-1 092,0,-506,7 641,7 135,7 641
20:00,3 646,2 795,244,473,729,513,0,97,-1 164,0,-497,7 334,6 837,7 334
21:00,3 650,2 703,245,450,557,519,0,99,-1 276,0,-486,6 948,6 462,6 948
22:00,3 653,2 685,248,405,327,511,0,88,-1 103,0,-480,6 814,6 334,6 814
23:00,3 656,2 689,225,403,238,314,0,85,-1 105,0,-476,6 504,6 027,6 504
Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
"",[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MWh]
0:00,3 668,3 205,304,423,260,0,0,82,-1 805,-33,-507,6 104,5 596,6 104
1:00,3 670,3 238,310,422,183,0,0,88,-982,-927,-510,6 001,5 491,6 001
2:00,3 673,3 121,308,421,182,0,0,87,-834,-954,-500,6 005,5 505,6 005
3:00,3 678,3 113,310,410,166,0,0,90,-794,-948,-499,6 026,5 527,6 026
4:00,3 678,3 095,309,408,165,0,0,90,-810,-940,-497,5 994,5 497,5 994
5:00,3 677,3 091,311,408,171,0,0,96,-809,-933,-497,6 012,5 515,6 012
6:00,3 678,2 980,331,446,175,0,2,102,-640,-904,-490,6 172,5 682,6 172
7:00,3 680,2 981,339,461,193,0,25,88,-954,-386,-491,6 428,5 937,6 428
8:00,3 680,2 952,334,464,266,0,88,94,-944,-108,-490,6 825,6 335,6 825
9:00,3 678,3 082,350,465,277,0,136,106,-810,0,-503,7 283,6 781,7 283
10:00,3 677,3 135,364,465,288,232,152,110,-736,0,-511,7 688,7 178,7 688
11:00,3 674,3 286,369,458,277,662,131,99,-1 020,0,-529,7 936,7 407,7 936
12:00,3 671,3 328,369,459,269,261,102,84,-746,0,-526,7 797,7 271,7 797
13:00,3 673,3 256,360,454,272,2,77,81,-390,0,-516,7 785,7 269,7 785
14:00,3 673,3 163,363,461,279,0,50,89,-324,0,-508,7 753,7 245,7 753
15:00,3 671,3 185,367,474,280,0,18,100,-391,0,-510,7 704,7 194,7 704
16:00,3 672,3 578,359,476,279,93,4,99,-773,0,-546,7 786,7 241,7 786
17:00,3 673,3 836,365,492,300,689,1,97,-1 513,0,-577,7 938,7 361,7 938
18:00,3 670,3 900,369,498,328,673,0,109,-1 567,0,-583,7 981,7 398,7 981
19:00,3 668,3 868,369,503,377,711,0,96,-1 767,0,-581,7 826,7 245,7 826
20:00,3 669,3 816,366,494,355,478,0,101,-1 653,0,-573,7 625,7 052,7 625
21:00,3 664,3 720,369,471,346,106,0,104,-1 491,0,-558,7 289,6 731,7 289
22:00,3 664,3 340,329,421,273,185,0,98,-1 062,0,-522,7 247,6 725,7 247
23:00,3 663,3 161,287,421,270,0,0,92,-838,-104,-503,6 951,6 448,6 951
Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
"",[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MWh]
0:00,3 678,3 207,360,424,133,0,0,61,-2 124,0,-540,5 738,5 198,5 738
1:00,3 682,3 022,338,424,127,0,0,42,-1 621,-394,-522,5 621,5 098,5 621
2:00,3 683,3 002,320,426,128,0,0,44,-944,-1 019,-520,5 640,5 119,5 640
3:00,3 683,3 048,323,427,128,0,0,38,-1 004,-1 060,-525,5 584,5 059,5 584
4:00,3 685,3 059,321,430,129,0,0,40,-971,-1 052,-526,5 641,5 115,5 641
5:00,3 685,3 077,319,430,126,0,0,42,-907,-1 043,-528,5 729,5 201,5 729
6:00,3 683,3 140,336,463,130,0,0,42,-884,-1 033,-536,5 878,5 342,5 878
7:00,3 684,3 210,312,472,149,0,2,48,-890,-922,-542,6 063,5 521,6 063
8:00,3 683,3 293,353,479,152,0,27,59,-1 618,-136,-552,6 291,5 739,6 291
9:00,3 679,3 602,359,483,144,0,100,83,-1 709,0,-582,6 742,6 159,6 742
10:00,3 680,3 685,378,494,189,0,134,93,-1 638,0,-592,7 016,6 424,7 016
11:00,3 682,3 818,379,501,202,615,156,88,-2 363,0,-613,7 077,6 464,7 077
12:00,3 680,3 801,376,500,200,825,160,88,-2 611,0,-615,7 020,6 405,7 020
13:00,3 680,3 741,375,478,150,25,115,93,-1 528,0,-596,7 130,6 534,7 130
14:00,3 681,3 693,378,474,145,0,61,83,-1 438,0,-590,7 077,6 486,7 077
15:00,3 680,3 768,378,478,143,0,11,64,-1 405,0,-596,7 119,6 522,7 119
16:00,3 681,3 821,373,482,239,330,2,68,-1 752,0,-607,7 244,6 638,7 244
17:00,3 684,3 918,373,494,283,309,0,81,-1 865,0,-617,7 277,6 660,7 277
18:00,3 684,3 928,380,502,265,381,0,79,-1 976,0,-619,7 243,6 624,7 243
19:00,3 683,3 920,375,501,270,591,0,81,-2 253,0,-621,7 168,6 547,7 168
20:00,3 687,3 927,394,499,268,832,0,86,-2 617,0,-625,7 076,6 450,7 076
21:00,3 687,3 914,400,483,218,492,0,77,-2 488,0,-618,6 782,6 164,6 782
22:00,3 685,3 892,374,439,145,581,0,63,-2 492,0,-614,6 689,6 075,6 689
23:00,3 688,3 828,369,429,146,76,0,61,-2 169,0,-601,6 428,5 828,6 428
