hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
10:00,3 062,3 183,641,184,0,1 438,83,-1 647,-327,6 617
11:00,3 051,3 003,614,180,0,1 605,84,-1 084,-757,6 696
12:00,2 917,2 755,582,177,0,1 671,88,-516,-1 106,6 568
13:00,2 904,2 665,551,181,0,1 642,99,-411,-1 105,6 526
14:00,2 901,2 722,558,182,0,1 540,121,-437,-1 095,6 492
15:00,2 900,2 717,557,182,0,1 325,133,-224,-1 088,6 502
16:00,2 899,2 931,595,182,0,993,154,-135,-1 079,6 540
17:00,2 898,3 162,627,186,0,600,195,-685,-453,6 530
18:00,2 899,3 169,644,187,24,238,225,-515,-214,6 657
19:00,2 899,3 125,655,197,1 023,53,215,-1 376,0,6 791
20:00,2 901,3 045,666,300,597,4,204,-665,0,7 052
21:00,3 011,3 059,662,190,95,0,210,-376,0,6 851
22:00,3 052,2 960,626,188,30,0,212,-388,0,6 680
23:00,3 055,2 886,617,238,0,0,222,-660,-28,6 330
hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
"",,,PPE,,,,,zahraničí,PVE,bez čerpání PVE
0:00,3 646,2 850,777,250,0,0,24,-1 742,0,5 805
1:00,3 649,2 844,571,249,0,0,26,-1 633,0,5 706
2:00,3 646,3 097,573,243,0,0,16,-1 786,-98,5 691
3:00,3 646,3 068,567,211,0,0,13,-1 796,0,5 709
4:00,3 648,3 059,556,210,0,8,16,-1 893,0,5 604
5:00,3 652,2 904,545,215,0,22,12,-1 624,-314,5 412
6:00,3 653,2 920,586,221,0,116,10,-1 590,-316,5 600
7:00,3 652,3 083,598,248,0,338,6,-1 472,-420,6 033
8:00,3 647,3 087,594,244,0,666,5,-1 441,-314,6 488
9:00,3 641,3 029,578,232,0,990,11,-1 309,-312,6 860
10:00,3 638,2 930,563,225,0,1 216,14,-1 002,-416,7 168
11:00,3 562,3 002,560,219,0,1 309,18,-1 004,-343,7 323
12:00,3 333,2 987,556,218,0,1 320,25,-554,-758,7 127
13:00,3 332,2 927,547,221,0,1 219,37,-476,-793,7 014
14:00,3 331,2 887,541,218,0,1 117,43,-407,-790,6 940
15:00,3 326,2 949,546,223,0,1 001,45,-346,-785,6 959
16:00,3 324,2 965,548,227,0,771,45,-123,-780,6 977
17:00,3 327,3 055,563,239,0,543,40,-243,-746,6 778
18:00,3 541,3 069,586,349,0,271,35,-971,-58,6 822
19:00,3 616,3 375,593,356,0,87,26,-1 066,0,6 987
20:00,3 619,3 467,601,348,569,20,20,-1 605,0,7 039
21:00,3 618,3 537,602,302,658,7,25,-1 628,0,7 121
22:00,3 617,3 442,577,295,590,0,36,-1 465,0,7 092
23:00,3 623,3 479,577,375,164,0,47,-1 500,0,6 765
hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
"",,,PPE,,,,,zahraničí,PVE,bez čerpání PVE
0:00,3 645,2 581,548,254,0,0,13,-1 362,0,5 679
1:00,3 650,2 552,548,253,0,0,10,-1 413,-49,5 551
2:00,3 651,2 559,547,218,0,0,14,-1 281,-202,5 506
3:00,3 651,2 440,540,228,0,1,15,-1 135,-266,5 474
4:00,3 654,2 459,537,181,0,12,20,-1 156,-378,5 329
5:00,3 652,2 443,538,181,0,29,32,-1 240,-459,5 176
6:00,3 651,2 419,549,184,0,118,36,-1 175,-424,5 358
7:00,3 654,2 504,567,267,0,400,39,-1 531,-101,5 799
8:00,3 650,2 504,577,212,0,770,46,-1 428,0,6 331
9:00,3 642,2 496,570,232,0,1 093,55,-1 319,0,6 769
10:00,3 636,2 461,557,181,0,1 318,61,-1 149,0,7 065
11:00,3 616,2 481,559,174,0,1 412,63,-1 061,0,7 244
12:00,3 592,2 555,570,228,28,1 453,58,-1 377,0,7 107
13:00,3 612,2 532,577,215,1,1 421,52,-1 406,0,7 004
14:00,3 606,2 574,597,178,0,1 305,49,-1 347,-39,6 923
15:00,3 600,2 594,600,229,0,1 156,56,-1 324,0,6 911
16:00,3 592,2 609,581,174,0,926,61,-1 025,0,6 918
17:00,3 589,2 807,582,274,0,611,62,-1 135,0,6 790
18:00,3 586,2 997,593,288,259,291,59,-1 225,0,6 848
19:00,3 585,3 133,608,303,306,111,63,-1 145,0,6 964
20:00,3 590,3 180,618,289,330,39,68,-1 152,0,6 962
21:00,3 597,3 161,610,283,368,22,89,-1 099,0,7 031
22:00,3 600,3 182,578,278,290,0,88,-942,0,7 074
23:00,3 603,3 195,575,305,184,0,74,-1 243,0,6 693
