Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
7:00,3 175,6 492,1 131,508,191,737,24,129,-1 571,0,-808,10 815,10 007,10 815
8:00,3 173,6 533,1 121,508,353,775,101,139,-1 751,0,-814,10 953,10 139,10 953
9:00,3 170,6 532,1 113,509,300,223,216,123,-1 157,0,-808,11 030,10 222,11 030
10:00,3 167,6 431,1 113,509,184,199,312,127,-1 080,0,-798,10 962,10 164,10 962
11:00,3 162,6 381,1 109,517,172,169,380,136,-1 122,0,-794,10 904,10 110,10 904
12:00,3 169,6 151,1 107,511,176,92,369,130,-731,0,-772,10 974,10 201,10 974
13:00,3 167,6 181,1 103,512,175,286,286,144,-760,0,-777,11 094,10 318,11 094
14:00,3 163,6 201,1 109,525,176,181,185,156,-884,0,-777,10 812,10 036,10 812
15:00,3 166,6 388,1 126,517,176,147,110,146,-961,0,-792,10 816,10 024,10 816
16:00,3 168,6 264,1 101,510,177,0,38,144,-669,0,-778,10 735,9 957,10 735
17:00,3 167,6 439,1 127,526,185,641,9,153,-1 375,0,-803,10 873,10 070,10 873
18:00,3 166,6 427,1 129,536,187,777,0,141,-1 819,0,-804,10 543,9 739,10 543
19:00,3 167,6 384,1 128,530,189,644,0,131,-1 717,0,-798,10 456,9 658,10 456
20:00,3 168,6 392,1 121,516,187,93,0,132,-1 443,0,-790,10 166,9 375,10 166
21:00,3 168,6 034,1 090,500,183,0,0,138,-1 511,0,-756,9 604,8 848,9 604
22:00,3 168,5 979,1 089,446,183,0,0,138,-1 812,0,-748,9 191,8 444,9 191
23:00,3 168,5 828,1 078,441,180,0,0,138,-2 109,-1,-734,8 723,7 989,8 723
Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
"",[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MWh]
0:00,3 656,4 930,481,422,274,0,0,94,-1 482,-615,-687,7 760,7 073,7 760
1:00,3 656,4 910,279,422,221,0,0,86,-1 084,-658,-682,7 832,7 150,7 832
2:00,3 659,4 875,278,426,213,0,0,77,-1 201,-653,-679,7 674,6 995,7 674
3:00,3 656,4 844,283,426,215,0,0,82,-1 251,-647,-676,7 608,6 932,7 608
4:00,3 656,4 874,285,423,219,0,0,85,-1 142,-640,-679,7 761,7 082,7 761
5:00,3 661,5 138,551,431,216,0,2,92,-1 056,-633,-707,8 402,7 696,8 402
6:00,3 663,5 664,1 017,492,228,0,13,102,-1 582,-21,-764,9 576,8 811,9 576
7:00,3 667,5 864,1 066,512,352,355,25,101,-1 936,0,-791,10 006,9 215,10 006
8:00,3 670,5 929,1 083,513,357,356,54,99,-1 817,0,-797,10 243,9 446,10 243
9:00,3 671,5 946,1 092,519,348,541,83,107,-1 860,0,-802,10 448,9 646,10 448
10:00,3 671,5 977,1 082,509,298,392,141,133,-1 705,0,-803,10 498,9 695,10 498
11:00,3 672,5 986,1 082,512,203,404,185,146,-1 693,0,-804,10 498,9 694,10 498
12:00,3 673,5 818,1 078,496,204,40,193,154,-968,-1,-782,10 688,9 905,10 688
13:00,3 674,5 791,1 072,496,206,1,173,171,-936,0,-779,10 648,9 869,10 648
14:00,3 675,5 683,1 071,506,212,0,164,181,-1 082,0,-770,10 411,9 640,10 411
15:00,3 673,5 692,1 062,511,215,0,118,181,-1 026,0,-771,10 426,9 656,10 426
16:00,3 670,5 794,1 074,509,354,0,61,165,-1 402,0,-780,10 226,9 446,10 226
17:00,3 671,6 018,1 073,512,480,34,19,156,-1 777,0,-802,10 187,9 384,10 187
18:00,3 674,6 123,1 095,513,613,574,6,138,-2 567,0,-821,10 168,9 348,10 168
19:00,3 674,6 096,1 096,514,553,403,0,135,-2 307,0,-815,10 163,9 348,10 163
20:00,3 675,5 977,1 072,512,376,14,0,122,-1 903,0,-797,9 845,9 048,9 845
21:00,3 675,5 649,1 089,490,249,0,0,116,-2 016,0,-765,9 251,8 487,9 251
22:00,3 674,5 541,1 087,432,240,0,0,103,-2 289,0,-751,8 788,8 037,8 788
23:00,3 676,5 411,1 084,425,236,0,0,88,-2 431,-152,-738,8 338,7 599,8 338
Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
"",[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MWh]
0:00,2 600,4 830,455,441,133,0,0,119,-2 211,-6,-585,6 361,5 776,6 361
1:00,2 597,4 812,275,441,133,0,0,109,-2 068,-6,-581,6 294,5 713,6 294
2:00,2 595,4 776,275,445,134,0,0,99,-1 992,-33,-578,6 299,5 721,6 299
3:00,2 597,4 787,274,442,135,0,0,114,-1 297,-851,-579,6 201,5 622,6 201
4:00,2 597,4 818,274,443,135,0,0,113,-1 273,-902,-581,6 205,5 624,6 205
5:00,2 599,4 868,277,442,133,0,0,70,-1 074,-1 111,-585,6 205,5 619,6 205
6:00,2 596,4 915,295,470,136,0,0,52,-1 156,-1 102,-591,6 206,5 615,6 206
7:00,2 597,4 901,295,473,154,0,9,47,-1 111,-1 095,-590,6 269,5 680,6 269
8:00,2 598,4 796,287,470,200,0,61,39,-1 132,-1 064,-582,6 257,5 675,6 257
9:00,2 599,4 830,277,479,137,0,291,37,-1 833,-133,-588,6 685,6 097,6 685
10:00,2 600,4 695,260,462,131,0,584,19,-1 759,-5,-580,6 988,6 408,6 988
11:00,2 598,4 735,285,475,129,0,769,14,-1 894,-5,-586,7 105,6 519,7 105
12:00,2 598,4 606,288,483,130,0,820,11,-1 852,-5,-577,7 079,6 502,7 079
13:00,2 596,4 494,274,483,131,0,656,16,-1 517,-5,-565,7 129,6 565,7 129
14:00,2 595,4 564,290,472,134,0,349,19,-1 327,-5,-566,7 091,6 526,7 091
15:00,2 595,4 621,374,473,132,0,100,27,-1 041,-5,-568,7 276,6 708,7 276
16:00,2 593,4 885,644,479,214,0,11,38,-1 264,0,-593,7 601,7 008,7 601
17:00,2 592,4 969,685,500,323,181,0,55,-1 489,0,-605,7 817,7 212,7 817
18:00,2 590,5 025,623,496,301,897,0,57,-2 174,0,-618,7 816,7 197,7 816
19:00,2 592,5 145,635,493,300,955,0,51,-2 363,0,-629,7 809,7 180,7 809
20:00,2 594,5 190,621,503,255,863,0,59,-2 348,0,-632,7 736,7 104,7 736
21:00,2 593,5 158,628,489,142,830,0,66,-2 528,0,-627,7 378,6 751,7 378
22:00,2 594,5 129,631,447,136,422,0,75,-2 121,0,-617,7 314,6 697,7 314
23:00,2 595,4 950,610,443,129,0,0,83,-1 806,0,-596,7 004,6 408,7 004
Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
"",[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MWh]
0:00,3 151,3 588,247,441,120,0,0,242,-710,-360,-523,6 719,6 197,6 719
1:00,3 153,3 530,252,443,120,0,0,245,-657,-432,-518,6 654,6 136,6 654
2:00,3 156,3 526,253,438,119,0,0,237,-599,-431,-517,6 700,6 182,6 700
3:00,3 162,3 510,251,440,118,0,0,237,-594,-462,-516,6 663,6 147,6 663
4:00,3 166,3 582,260,444,118,0,0,246,-532,-543,-523,6 742,6 218,6 742
5:00,3 167,3 659,281,446,118,0,0,256,-671,-448,-531,6 807,6 276,6 807
6:00,3 168,3 744,287,476,124,0,2,238,-622,-423,-540,6 994,6 454,6 994
7:00,3 166,3 759,290,480,141,0,14,247,-403,-405,-542,7 289,6 747,7 289
8:00,3 165,4 035,286,483,134,0,126,250,-788,-5,-568,7 687,7 119,7 687
9:00,3 166,4 132,460,491,128,0,383,214,-810,0,-582,8 164,7 583,8 164
10:00,3 161,4 369,921,489,128,0,526,192,-1 210,0,-609,8 575,7 966,8 575
11:00,3 157,4 418,1 042,488,129,0,606,186,-1 360,0,-615,8 666,8 050,8 666
12:00,3 153,4 488,1 044,486,173,531,541,165,-2 080,0,-628,8 502,7 875,8 502
13:00,3 151,4 476,1 047,467,175,508,331,123,-1 875,0,-622,8 405,7 782,8 405
14:00,3 151,4 464,1 022,465,130,217,139,98,-1 297,0,-614,8 389,7 775,8 389
15:00,3 147,4 383,1 037,481,130,212,41,113,-1 085,0,-607,8 458,7 851,8 458
16:00,3 142,4 382,1 022,505,126,602,13,137,-1 448,0,-613,8 481,7 868,8 481
17:00,3 141,4 511,1 062,509,178,915,6,183,-1 798,0,-630,8 707,8 077,8 707
18:00,3 142,4 428,1 052,509,303,961,0,229,-1 940,0,-625,8 683,8 058,8 683
19:00,3 142,4 345,1 040,502,321,893,0,249,-1 937,0,-616,8 555,7 939,8 555
20:00,3 140,4 276,1 026,488,219,113,0,252,-1 177,0,-598,8 338,7 740,8 338
21:00,3 143,3 986,810,465,126,62,0,263,-920,0,-567,7 935,7 368,7 935
22:00,3 144,3 974,602,442,124,0,0,264,-668,-1,-561,7 883,7 322,7 883
23:00,3 146,3 997,272,434,125,0,0,279,-349,-349,-560,7 556,6 996,7 556
Hodina,JE,PE,PPE,PSE,VE,PVE,FVE,VTE,Přeshraniční saldo,Čerpání PVE,TVSe,Zatížení brutto,Zatížení (bez TVSe),Spotřeba brutto
"",[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MWh]
0:00,2 591,2 864,259,411,197,0,0,113,-373,0,-434,6 062,5 628,6 062
1:00,2 594,2 909,270,411,196,0,0,89,-410,0,-439,6 059,5 620,6 059
"* 3:00",2 563,2 860,275,412,196,0,0,88,-181,0,-432,6 214,5 782,6 214
4:00,2 485,2 834,260,412,193,0,0,107,87,-171,-426,6 207,5 781,6 207
5:00,2 486,2 876,269,416,193,0,1,140,193,-442,-430,6 132,5 701,6 132
6:00,2 487,2 961,275,444,192,0,10,150,-88,-287,-440,6 144,5 703,6 144
7:00,2 543,2 840,238,452,194,0,97,151,-23,-111,-433,6 380,5 948,6 380
8:00,2 600,2 844,247,457,208,0,412,125,-125,-74,-439,6 694,6 255,6 694
9:00,2 602,2 742,234,458,212,0,833,130,-154,0,-433,7 057,6 623,7 057
10:00,2 599,2 877,259,455,217,0,1 169,133,3,-324,-448,7 389,6 941,7 389
11:00,2 596,2 941,271,452,208,0,1 327,130,1,-326,-455,7 599,7 144,7 599
12:00,2 597,2 979,276,447,192,0,1 281,136,310,-646,-458,7 571,7 113,7 571
13:00,2 597,2 966,274,448,191,0,1 073,138,524,-776,-455,7 434,6 979,7 434
14:00,2 595,2 975,273,437,192,0,766,138,742,-779,-453,7 339,6 886,7 339
15:00,2 592,2 996,275,440,190,0,553,146,1 219,-1 093,-453,7 318,6 865,7 318
16:00,2 584,3 040,276,454,190,0,365,125,1 297,-1 050,-456,7 281,6 825,7 281
17:00,2 588,3 181,267,465,190,0,187,131,398,-167,-468,7 241,6 772,7 241
18:00,2 597,3 236,246,474,242,0,51,153,348,0,-474,7 348,6 874,7 348
19:00,2 595,3 638,267,467,314,140,10,191,-13,0,-513,7 609,7 096,7 609
20:00,2 586,3 602,276,476,265,0,1,192,343,0,-508,7 741,7 234,7 741
21:00,2 593,3 630,269,470,304,62,0,192,-5,0,-511,7 515,7 003,7 515
22:00,2 593,3 699,271,427,202,17,0,202,11,0,-514,7 422,6 908,7 422
23:00,2 593,3 559,270,421,194,0,0,207,-108,0,-500,7 136,6 635,7 136
"* změna času",,,,,,,,,,,,,,zdroj dat: výkaz ERÚ-3
