hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
2:00,"2 511,0","4 198,0","511,0","192,0","30,0","0,0","56,0","-2 098,0","-5,0","5 395,0"
3:00,"2 448,0","4 203,0","509,0","192,0","21,0","0,0","61,0","-1 975,0","-21,0","5 438,0"
4:00,"2 378,0","4 244,0","507,0","176,0","0,0","2,0","72,0","-1 595,0","-426,0","5 358,0"
5:00,"2 374,0","4 206,0","504,0","175,0","0,0","4,0","61,0","-1 782,0","-424,0","5 118,0"
6:00,"2 378,0","4 282,0","509,0","213,0","0,0","49,0","59,0","-1 756,0","-458,0","5 276,0"
7:00,"2 377,0","4 349,0","510,0","398,0","0,0","186,0","68,0","-1 756,0","-473,0","5 659,0"
8:00,"2 375,0","4 260,0","524,0","442,0","57,0","381,0","62,0","-2 010,0","-6,0","6 085,0"
9:00,"2 431,0","4 363,0","527,0","346,0","37,0","551,0","48,0","-1 773,0","0,0","6 530,0"
10:00,"2 503,0","4 409,0","524,0","413,0","57,0","651,0","50,0","-1 653,0","0,0","6 954,0"
11:00,"2 499,0","4 396,0","525,0","441,0","161,0","781,0","65,0","-1 735,0","0,0","7 133,0"
12:00,"2 492,0","4 447,0","518,0","279,0","21,0","754,0","82,0","-1 632,0","-13,0","6 948,0"
13:00,"2 486,0","4 538,0","518,0","201,0","0,0","755,0","93,0","-691,0","-1 053,0","6 847,0"
14:00,"2 483,0","4 542,0","515,0","193,0","0,0","784,0","100,0","-732,0","-1 101,0","6 784,0"
15:00,"2 478,0","4 595,0","512,0","196,0","0,0","741,0","95,0","-748,0","-1 091,0","6 778,0"
16:00,"2 476,0","4 614,0","510,0","276,0","0,0","550,0","69,0","-885,0","-852,0","6 758,0"
17:00,"2 473,0","4 589,0","510,0","421,0","0,0","388,0","78,0","-1 861,0","-10,0","6 588,0"
18:00,"2 470,0","4 560,0","510,0","481,0","73,0","204,0","102,0","-1 768,0","0,0","6 632,0"
19:00,"2 470,0","4 629,0","526,0","488,0","293,0","79,0","75,0","-1 866,0","0,0","6 694,0"
20:00,"2 471,0","4 487,0","543,0","499,0","519,0","13,0","63,0","-1 896,0","0,0","6 699,0"
21:00,"2 472,0","4 477,0","552,0","498,0","929,0","2,0","57,0","-2 255,0","0,0","6 732,0"
22:00,"2 475,0","4 505,0","519,0","491,0","914,0","0,0","62,0","-2 226,0","0,0","6 740,0"
23:00,"2 477,0","4 475,0","504,0","485,0","558,0","0,0","65,0","-2 130,0","-1,0","6 433,0"
hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
"",,,PPE,,,,,zahraničí,PVE,bez čerpání PVE
0:00,"2 327,0","3 773,0","659,0","164,0","3,0","0,0","66,0","-1 591,0","-4,0","5 397,0"
1:00,"2 327,0","3 775,0","656,0","161,0","0,0","0,0","70,0","-1 716,0","-5,0","5 268,0"
2:00,"2 329,0","3 708,0","657,0","161,0","0,0","0,0","51,0","-1 680,0","-5,0","5 221,0"
3:00,"2 331,0","3 416,0","655,0","161,0","0,0","0,0","40,0","-1 411,0","-5,0","5 187,0"
4:00,"2 333,0","3 379,0","649,0","160,0","0,0","1,0","40,0","-1 401,0","-5,0","5 156,0"
5:00,"2 336,0","3 188,0","645,0","160,0","0,0","4,0","41,0","-1 437,0","-5,0","4 932,0"
6:00,"2 336,0","3 262,0","648,0","173,0","0,0","53,0","33,0","-1 449,0","-5,0","5 051,0"
7:00,"2 335,0","3 298,0","643,0","286,0","0,0","275,0","27,0","-1 364,0","-21,0","5 479,0"
8:00,"2 333,0","3 332,0","643,0","244,0","0,0","668,0","23,0","-957,0","-312,0","5 974,0"
9:00,"2 327,0","3 314,0","642,0","221,0","0,0","1 042,0","27,0","-842,0","-311,0","6 420,0"
10:00,"2 328,0","3 145,0","636,0","174,0","0,0","1 262,0","29,0","-881,0","-5,0","6 688,0"
11:00,"2 315,0","3 236,0","636,0","168,0","0,0","1 348,0","38,0","-269,0","-581,0","6 891,0"
12:00,"2 143,0","3 033,0","630,0","168,0","0,0","1 370,0","35,0","43,0","-727,0","6 695,0"
13:00,"2 134,0","3 032,0","626,0","166,0","0,0","1 399,0","31,0","193,0","-937,0","6 644,0"
14:00,"2 130,0","2 885,0","570,0","166,0","0,0","1 363,0","27,0","418,0","-1 035,0","6 524,0"
15:00,"2 126,0","3 011,0","544,0","167,0","0,0","1 250,0","23,0","302,0","-901,0","6 522,0"
16:00,"2 125,0","2 939,0","539,0","172,0","0,0","1 025,0","20,0","-57,0","-250,0","6 513,0"
17:00,"2 271,0","3 397,0","606,0","230,0","0,0","678,0","16,0","-878,0","0,0","6 320,0"
18:00,"2 299,0","3 534,0","623,0","230,0","251,0","280,0","13,0","-928,0","0,0","6 302,0"
19:00,"2 300,0","3 903,0","669,0","236,0","177,0","55,0","8,0","-968,0","0,0","6 380,0"
20:00,"2 303,0","3 962,0","683,0","309,0","677,0","6,0","13,0","-1 442,0","0,0","6 511,0"
21:00,"2 304,0","3 989,0","661,0","311,0","710,0","1,0","15,0","-1 354,0","0,0","6 637,0"
22:00,"2 305,0","4 002,0","651,0","307,0","664,0","0,0","22,0","-1 489,0","0,0","6 462,0"
23:00,"2 308,0","3 967,0","649,0","232,0","126,0","0,0","29,0","-1 172,0","0,0","6 139,0"
hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
"",,,PPE,,,,,zahraničí,PVE,bez čerpání PVE
0:00,"1 435,0","4 186,0","638,0","123,0","120,0","0,0","42,0","-825,0","0,0","5 719,0"
1:00,"1 438,0","4 000,0","639,0","123,0","287,0","0,0","48,0","-921,0","0,0","5 614,0"
2:00,"1 440,0","4 034,0","633,0","123,0","288,0","0,0","56,0","-1 022,0","0,0","5 552,0"
3:00,"1 441,0","4 044,0","634,0","123,0","0,0","0,0","59,0","-584,0","-136,0","5 581,0"
4:00,"1 443,0","4 035,0","632,0","122,0","0,0","0,0","59,0","146,0","-895,0","5 542,0"
5:00,"1 444,0","4 012,0","635,0","122,0","0,0","1,0","60,0","67,0","-901,0","5 440,0"
6:00,"1 446,0","4 015,0","636,0","140,0","0,0","10,0","64,0","140,0","-948,0","5 503,0"
7:00,"1 447,0","4 004,0","637,0","157,0","0,0","176,0","50,0","118,0","-723,0","5 866,0"
8:00,"1 446,0","4 006,0","641,0","149,0","0,0","515,0","39,0","-91,0","-307,0","6 398,0"
9:00,"1 441,0","3 960,0","644,0","133,0","0,0","890,0","42,0","-234,0","-5,0","6 871,0"
10:00,"1 435,0","3 978,0","641,0","128,0","0,0","1 220,0","56,0","-187,0","-17,0","7 254,0"
11:00,"1 431,0","4 115,0","638,0","128,0","0,0","1 308,0","46,0","-171,0","-27,0","7 468,0"
12:00,"1 427,0","4 230,0","635,0","129,0","0,0","1 271,0","61,0","-20,0","-458,0","7 275,0"
13:00,"1 423,0","4 187,0","640,0","127,0","0,0","1 080,0","77,0","56,0","-410,0","7 180,0"
14:00,"1 424,0","4 301,0","705,0","127,0","0,0","771,0","78,0","-18,0","-298,0","7 090,0"
15:00,"1 420,0","4 400,0","652,0","134,0","0,0","513,0","78,0","152,0","-208,0","7 141,0"
16:00,"1 419,0","4 338,0","646,0","133,0","116,0","351,0","89,0","-37,0","0,0","7 055,0"
17:00,"1 421,0","4 197,0","643,0","131,0","650,0","194,0","84,0","-505,0","0,0","6 815,0"
18:00,"1 422,0","4 248,0","660,0","131,0","700,0","69,0","76,0","-461,0","0,0","6 845,0"
19:00,"1 425,0","4 346,0","695,0","183,0","683,0","9,0","90,0","-298,0","0,0","7 133,0"
20:00,"1 428,0","4 278,0","694,0","197,0","741,0","0,0","99,0","-172,0","0,0","7 265,0"
21:00,"1 430,0","4 189,0","673,0","197,0","571,0","0,0","104,0","-216,0","0,0","6 948,0"
22:00,"1 430,0","4 232,0","648,0","304,0","393,0","0,0","104,0","-254,0","0,0","6 857,0"
23:00,"1 432,0","4 353,0","633,0","191,0","196,0","0,0","105,0","-356,0","-1,0","6 553,0"
